image_path,ticker,date,label,label_id,RSI,MACD,MACD_signal,forward_return,trend_score,split
D:\full-stack2\data\charts\AMZN\2024-11-07.png,AMZN,2024-11-07,Down,0,71.94,4.6803,2.623,-0.0556,-0.8738,val
D:\full-stack2\data\charts\NVDA\2024-11-07.png,NVDA,2024-11-07,Neutral,1,67.6,4.1854,4.1228,-0.0148,-0.1881,val
D:\full-stack2\data\charts\META\2024-11-07.png,META,2024-11-07,Down,0,59.45,3.1257,4.2297,-0.0484,-0.8691,val
D:\full-stack2\data\charts\NFLX\2024-11-07.png,NFLX,2024-11-07,Up,2,70.84,1.7122,1.4652,0.1267,1.4425,val
D:\full-stack2\data\charts\AAPL\2024-11-08.png,AAPL,2024-11-08,Neutral,1,48.84,-0.7851,0.0033,0.0128,0.3537,val
D:\full-stack2\data\charts\GOOGL\2024-11-08.png,GOOGL,2024-11-08,Down,0,66.78,3.5324,2.3395,-0.0762,-1.5725,val
D:\full-stack2\data\charts\MSFT\2024-11-08.png,MSFT,2024-11-08,Neutral,1,51.95,-0.5305,-0.6297,-0.0111,-0.211,val
D:\full-stack2\data\charts\TSLA\2024-11-08.png,TSLA,2024-11-08,Neutral,1,76.33,14.8207,7.5688,0.0976,0.4958,val
D:\full-stack2\data\charts\AMZN\2024-11-08.png,AMZN,2024-11-08,Down,0,68.83,5.2424,3.1469,-0.0531,-0.8262,val
D:\full-stack2\data\charts\NVDA\2024-11-08.png,NVDA,2024-11-08,Neutral,1,65.38,4.4531,4.1889,-0.0385,-0.4844,val
D:\full-stack2\data\charts\META\2024-11-08.png,META,2024-11-08,Down,0,58.07,3.9134,4.1665,-0.0512,-0.9275,val
D:\full-stack2\data\charts\NFLX\2024-11-08.png,NFLX,2024-11-08,Up,2,70.0,1.8455,1.5412,0.1292,1.4805,val
D:\full-stack2\data\charts\AAPL\2024-11-11.png,AAPL,2024-11-11,Up,2,44.39,-0.932,-0.1838,0.0385,1.1007,val
D:\full-stack2\data\charts\GOOGL\2024-11-11.png,GOOGL,2024-11-11,Down,0,68.95,3.9003,2.6517,-0.0704,-1.4518,val
D:\full-stack2\data\charts\MSFT\2024-11-11.png,MSFT,2024-11-11,Neutral,1,48.18,-0.6256,-0.6289,0.0039,0.0728,val
D:\full-stack2\data\charts\TSLA\2024-11-11.png,TSLA,2024-11-11,Neutral,1,80.68,20.1601,10.0871,-0.0326,-0.1612,val
D:\full-stack2\data\charts\AMZN\2024-11-11.png,AMZN,2024-11-11,Neutral,1,66.6,5.5162,3.6208,-0.0261,-0.4055,val
D:\full-stack2\data\charts\NVDA\2024-11-11.png,NVDA,2024-11-11,Down,0,61.27,4.423,4.2357,-0.0636,-0.8016,val
D:\full-stack2\data\charts\META\2024-11-11.png,META,2024-11-11,Down,0,54.51,3.9962,4.1324,-0.031,-0.5555,val
D:\full-stack2\data\charts\NFLX\2024-11-11.png,NFLX,2024-11-11,Up,2,72.44,2.0119,1.6354,0.0747,0.8651,val
D:\full-stack2\data\charts\AAPL\2024-11-12.png,AAPL,2024-11-12,Up,2,44.39,-1.0364,-0.3543,0.0483,1.4295,val
D:\full-stack2\data\charts\GOOGL\2024-11-12.png,GOOGL,2024-11-12,Down,0,70.27,4.2449,2.9703,-0.0688,-1.4185,val
D:\full-stack2\data\charts\MSFT\2024-11-12.png,MSFT,2024-11-12,Neutral,1,52.31,-0.2972,-0.5625,0.0138,0.2553,val
D:\full-stack2\data\charts\TSLA\2024-11-12.png,TSLA,2024-11-12,Neutral,1,70.29,22.3977,12.5492,0.0297,0.1406,val
D:\full-stack2\data\charts\AMZN\2024-11-12.png,AMZN,2024-11-12,Neutral,1,68.31,5.833,4.0632,-0.005,-0.0782,val
D:\full-stack2\data\charts\NVDA\2024-11-12.png,NVDA,2024-11-12,Down,0,64.35,4.5907,4.3067,-0.0767,-1.0792,val
D:\full-stack2\data\charts\META\2024-11-12.png,META,2024-11-12,Neutral,1,55.3,4.1464,4.1352,-0.0193,-0.3471,val
D:\full-stack2\data\charts\NFLX\2024-11-12.png,NFLX,2024-11-12,Up,2,75.35,2.2315,1.7546,0.0648,0.7555,val
D:\full-stack2\data\charts\AAPL\2024-11-13.png,AAPL,2024-11-13,Up,2,46.24,-1.0358,-0.4906,0.0436,1.2956,val
D:\full-stack2\data\charts\GOOGL\2024-11-13.png,GOOGL,2024-11-13,Down,0,63.94,4.2491,3.2261,-0.0539,-1.0716,val
D:\full-stack2\data\charts\MSFT\2024-11-13.png,MSFT,2024-11-13,Neutral,1,54.02,0.1346,-0.4231,-0.0032,-0.0597,val
D:\full-stack2\data\charts\TSLA\2024-11-13.png,TSLA,2024-11-13,Neutral,1,70.62,24.0352,14.8464,0.008,0.038,val
D:\full-stack2\data\charts\AMZN\2024-11-13.png,AMZN,2024-11-13,Down,0,72.14,6.4287,4.5363,-0.039,-0.5987,val
D:\full-stack2\data\charts\NVDA\2024-11-13.png,NVDA,2024-11-13,Down,0,60.88,4.5087,4.3471,-0.0747,-1.0707,val
D:\full-stack2\data\charts\META\2024-11-13.png,META,2024-11-13,Neutral,1,52.43,3.8343,4.075,-0.0186,-0.3408,val
D:\full-stack2\data\charts\NFLX\2024-11-13.png,NFLX,2024-11-13,Up,2,77.36,2.4656,1.8968,0.0564,0.662,val
D:\full-stack2\data\charts\AAPL\2024-11-14.png,AAPL,2024-11-14,Up,2,52.21,-0.7776,-0.548,0.0399,1.1322,val
D:\full-stack2\data\charts\GOOGL\2024-11-14.png,GOOGL,2024-11-14,Down,0,57.25,3.9422,3.3693,-0.0378,-0.7352,val
D:\full-stack2\data\charts\MSFT\2024-11-14.png,MSFT,2024-11-14,Neutral,1,55.36,0.6046,-0.2175,-0.006,-0.1126,val
D:\full-stack2\data\charts\TSLA\2024-11-14.png,TSLA,2024-11-14,Up,2,62.45,23.5238,16.5819,0.1092,0.5012,val
D:\full-stack2\data\charts\AMZN\2024-11-14.png,AMZN,2024-11-14,Neutral,1,67.69,6.6132,4.9517,-0.017,-0.2549,val
D:\full-stack2\data\charts\NVDA\2024-11-14.png,NVDA,2024-11-14,Down,0,61.42,4.4322,4.3641,-0.058,-0.832,val
D:\full-stack2\data\charts\META\2024-11-14.png,META,2024-11-14,Neutral,1,50.76,3.3205,3.9241,-0.0049,-0.0899,val
D:\full-stack2\data\charts\NFLX\2024-11-14.png,NFLX,2024-11-14,Up,2,78.52,2.6751,2.0525,0.0592,0.7178,val
D:\full-stack2\data\charts\AAPL\2024-11-15.png,AAPL,2024-11-15,Up,2,46.44,-0.8219,-0.6028,0.0648,1.8492,val
D:\full-stack2\data\charts\GOOGL\2024-11-15.png,GOOGL,2024-11-15,Neutral,1,51.79,3.4118,3.3778,-0.0058,-0.1082,val
D:\full-stack2\data\charts\MSFT\2024-11-15.png,MSFT,2024-11-15,Up,2,45.34,0.0285,-0.1683,0.0406,0.7056,val
D:\full-stack2\data\charts\TSLA\2024-11-15.png,TSLA,2024-11-15,Up,2,64.65,23.6161,17.9887,0.1134,0.5215,val
D:\full-stack2\data\charts\AMZN\2024-11-15.png,AMZN,2024-11-15,Up,2,55.26,5.9747,5.1563,0.04,0.5347,val
D:\full-stack2\data\charts\NVDA\2024-11-15.png,NVDA,2024-11-15,Neutral,1,53.58,3.9405,4.2794,-0.0236,-0.3182,val
D:\full-stack2\data\charts\META\2024-11-15.png,META,2024-11-15,Up,2,39.69,1.0479,3.3489,0.0699,1.1335,val
D:\full-stack2\data\charts\NFLX\2024-11-15.png,NFLX,2024-11-15,Up,2,70.83,2.7027,2.1825,0.0895,2.3946,val
D:\full-stack2\data\charts\AAPL\2024-11-18.png,AAPL,2024-11-18,Up,2,51.82,-0.6077,-0.6038,0.0642,1.7675,val
D:\full-stack2\data\charts\GOOGL\2024-11-18.png,GOOGL,2024-11-18,Neutral,1,55.91,3.1803,3.3383,-0.0226,-0.4152,val
D:\full-stack2\data\charts\MSFT\2024-11-18.png,MSFT,2024-11-18,Up,2,46.02,-0.3633,-0.2073,0.0392,0.6817,val
D:\full-stack2\data\charts\TSLA\2024-11-18.png,TSLA,2024-11-18,Neutral,1,68.42,24.8567,19.3623,0.0374,0.172,val
D:\full-stack2\data\charts\AMZN\2024-11-18.png,AMZN,2024-11-18,Up,2,54.16,5.3339,5.1918,0.0582,0.7764,val
D:\full-stack2\data\charts\NVDA\2024-11-18.png,NVDA,2024-11-18,Neutral,1,50.9,3.3645,4.0964,0.0008,0.0114,val
D:\full-stack2\data\charts\META\2024-11-18.png,META,2024-11-18,Up,2,39.89,-0.7192,2.5353,0.1069,1.7316,val
D:\full-stack2\data\charts\NFLX\2024-11-18.png,NFLX,2024-11-18,Up,2,75.34,2.8776,2.3215,0.0651,1.5909,val
D:\full-stack2\data\charts\AAPL\2024-11-19.png,AAPL,2024-11-19,Up,2,52.27,-0.4122,-0.5655,0.0645,1.7753,val
D:\full-stack2\data\charts\GOOGL\2024-11-19.png,GOOGL,2024-11-19,Neutral,1,59.64,3.1863,3.3079,-0.0211,-0.3821,val
D:\full-stack2\data\charts\MSFT\2024-11-19.png,MSFT,2024-11-19,Up,2,47.86,-0.5061,-0.2671,0.0491,0.884,val
D:\full-stack2\data\charts\TSLA\2024-11-19.png,TSLA,2024-11-19,Neutral,1,69.82,26.1246,20.7148,0.0345,0.1591,val
D:\full-stack2\data\charts\AMZN\2024-11-19.png,AMZN,2024-11-19,Up,2,57.1,5.0031,5.1541,0.0662,0.8787,val
D:\full-stack2\data\charts\NVDA\2024-11-19.png,NVDA,2024-11-19,Neutral,1,59.15,3.4218,3.9615,-0.0127,-0.1649,val
D:\full-stack2\data\charts\META\2024-11-19.png,META,2024-11-19,Up,2,43.98,-1.5644,1.7153,0.0939,1.5211,val
D:\full-stack2\data\charts\NFLX\2024-11-19.png,NFLX,2024-11-19,Up,2,79.02,3.1755,2.4923,0.0456,1.0695,val
D:\full-stack2\data\charts\AAPL\2024-11-20.png,AAPL,2024-11-20,Up,2,53.54,-0.1973,-0.4918,0.0613,1.8455,val
D:\full-stack2\data\charts\GOOGL\2024-11-20.png,GOOGL,2024-11-20,Neutral,1,55.78,2.9849,3.2433,-0.019,-0.3468,val
D:\full-stack2\data\charts\MSFT\2024-11-20.png,MSFT,2024-11-20,Up,2,45.94,-0.7935,-0.3724,0.0674,1.2159,val
D:\full-stack2\data\charts\TSLA\2024-11-20.png,TSLA,2024-11-20,Neutral,1,68.05,26.5036,21.8725,0.0803,0.372,val
D:\full-stack2\data\charts\AMZN\2024-11-20.png,AMZN,2024-11-20,Up,2,54.85,4.549,5.033,0.0871,1.1999,val
D:\full-stack2\data\charts\NVDA\2024-11-20.png,NVDA,2024-11-20,Neutral,1,57.45,3.3385,3.8369,-0.0056,-0.0756,val
D:\full-stack2\data\charts\META\2024-11-20.png,META,2024-11-20,Up,2,46.58,-1.857,1.0009,0.0768,1.3262,val
D:\full-stack2\data\charts\NFLX\2024-11-20.png,NFLX,2024-11-20,Up,2,80.63,3.4727,2.6884,0.0385,1.0082,val
D:\full-stack2\data\charts\AAPL\2024-11-21.png,AAPL,2024-11-21,Up,2,52.53,-0.0647,-0.4064,0.0627,1.885,val
D:\full-stack2\data\charts\GOOGL\2024-11-21.png,GOOGL,2024-11-21,Up,2,43.87,2.1309,3.0208,0.0422,0.6424,val
D:\full-stack2\data\charts\MSFT\2024-11-21.png,MSFT,2024-11-21,Up,2,44.45,-1.1511,-0.5281,0.0744,1.3398,val
D:\full-stack2\data\charts\TSLA\2024-11-21.png,TSLA,2024-11-21,Up,2,66.95,26.3078,22.7596,0.146,0.9029,val
D:\full-stack2\data\charts\AMZN\2024-11-21.png,AMZN,2024-11-21,Up,2,49.39,3.7823,4.7829,0.1444,1.9262,val
D:\full-stack2\data\charts\NVDA\2024-11-21.png,NVDA,2024-11-21,Neutral,1,58.35,3.2973,3.729,-0.0288,-0.3872,val
D:\full-stack2\data\charts\META\2024-11-21.png,META,2024-11-21,Up,2,45.34,-2.2581,0.3491,0.1078,1.8667,val
D:\full-stack2\data\charts\NFLX\2024-11-21.png,NFLX,2024-11-21,Up,2,82.22,3.7747,2.9057,0.0415,1.0788,val
D:\full-stack2\data\charts\AAPL\2024-11-22.png,AAPL,2024-11-22,Up,2,55.1,0.147,-0.2957,0.0734,2.197,val
D:\full-stack2\data\charts\GOOGL\2024-11-22.png,GOOGL,2024-11-22,Up,2,40.66,1.2098,2.6586,0.0656,0.9917,val
D:\full-stack2\data\charts\MSFT\2024-11-22.png,MSFT,2024-11-22,Up,2,48.6,-1.0918,-0.6409,0.0696,1.2497,val
D:\full-stack2\data\charts\TSLA\2024-11-22.png,TSLA,2024-11-22,Up,2,69.79,26.8852,23.5847,0.1056,0.6519,val
D:\full-stack2\data\charts\AMZN\2024-11-22.png,AMZN,2024-11-22,Up,2,47.95,3.0381,4.4339,0.147,1.9542,val
D:\full-stack2\data\charts\NVDA\2024-11-22.png,NVDA,2024-11-22,Neutral,1,51.31,2.8511,3.5534,-0.0221,-0.2825,val
D:\full-stack2\data\charts\META\2024-11-22.png,META,2024-11-22,Up,2,43.32,-2.8601,-0.2928,0.0973,1.6951,val
D:\full-stack2\data\charts\NFLX\2024-11-22.png,NFLX,2024-11-22,Neutral,1,82.26,3.9707,3.1187,0.0177,0.4605,val
D:\full-stack2\data\charts\AAPL\2024-11-25.png,AAPL,2024-11-25,Up,2,60.24,0.5492,-0.1268,0.064,1.8718,val
D:\full-stack2\data\charts\GOOGL\2024-11-25.png,GOOGL,2024-11-25,Up,2,45.02,0.7037,2.2676,0.1058,1.5773,val
D:\full-stack2\data\charts\MSFT\2024-11-25.png,MSFT,2024-11-25,Up,2,50.34,-0.8915,-0.691,0.0586,1.0506,val
D:\full-stack2\data\charts\TSLA\2024-11-25.png,TSLA,2024-11-25,Up,2,63.43,25.9169,24.0511,0.1843,1.1223,val
D:\full-stack2\data\charts\AMZN\2024-11-25.png,AMZN,2024-11-25,Up,2,53.02,2.7658,4.1003,0.1171,1.532,val
D:\full-stack2\data\charts\NVDA\2024-11-25.png,NVDA,2024-11-25,Neutral,1,44.11,1.9962,3.242,-0.0069,-0.0828,val
D:\full-stack2\data\charts\META\2024-11-25.png,META,2024-11-25,Up,2,47.15,-2.8253,-0.7993,0.0959,1.6645,val
D:\full-stack2\data\charts\NFLX\2024-11-25.png,NFLX,2024-11-25,Up,2,67.14,3.8222,3.2594,0.0552,1.1334,val
D:\full-stack2\data\charts\AAPL\2024-11-26.png,AAPL,2024-11-26,Up,2,63.52,1.0318,0.1049,0.0486,1.3964,val
D:\full-stack2\data\charts\GOOGL\2024-11-26.png,GOOGL,2024-11-26,Up,2,47.15,0.4157,1.8972,0.1567,2.3697,val
D:\full-stack2\data\charts\MSFT\2024-11-26.png,MSFT,2024-11-26,Up,2,58.15,0.0024,-0.5523,0.0491,0.8559,val
D:\full-stack2\data\charts\TSLA\2024-11-26.png,TSLA,2024-11-26,Up,2,63.27,24.8341,24.2077,0.2559,1.5646,val
D:\full-stack2\data\charts\AMZN\2024-11-26.png,AMZN,2024-11-26,Up,2,59.32,3.0322,3.8867,0.1078,1.368,val
D:\full-stack2\data\charts\NVDA\2024-11-26.png,NVDA,2024-11-26,Neutral,1,45.36,1.3754,2.8687,0.0175,0.2097,val
D:\full-stack2\data\charts\META\2024-11-26.png,META,2024-11-26,Up,2,52.07,-2.0965,-1.0587,0.1031,1.8629,val
D:\full-stack2\data\charts\NFLX\2024-11-26.png,NFLX,2024-11-26,Up,2,68.5,3.7182,3.3512,0.0733,1.5127,val
D:\full-stack2\data\charts\AAPL\2024-11-27.png,AAPL,2024-11-27,Up,2,63.19,1.3878,0.3615,0.0555,1.6894,val
D:\full-stack2\data\charts\GOOGL\2024-11-27.png,GOOGL,2024-11-27,Up,2,47.32,0.194,1.5566,0.1356,2.1612,val
D:\full-stack2\data\charts\MSFT\2024-11-27.png,MSFT,2024-11-27,Up,2,53.25,0.3077,-0.3803,0.0628,1.0853,val
D:\full-stack2\data\charts\TSLA\2024-11-27.png,TSLA,2024-11-27,Up,2,60.82,23.2768,24.0215,0.256,1.5587,val
D:\full-stack2\data\charts\AMZN\2024-11-27.png,AMZN,2024-11-27,Up,2,56.62,3.0373,3.7168,0.1129,1.4232,val
D:\full-stack2\data\charts\NVDA\2024-11-27.png,NVDA,2024-11-27,Neutral,1,43.52,0.7474,2.4444,0.0148,0.178,val
D:\full-stack2\data\charts\META\2024-11-27.png,META,2024-11-27,Up,2,49.51,-1.8462,-1.2162,0.1082,1.9492,val
D:\full-stack2\data\charts\NFLX\2024-11-27.png,NFLX,2024-11-27,Up,2,69.42,3.6322,3.4074,0.055,1.1629,val
D:\full-stack2\data\charts\AAPL\2024-11-29.png,AAPL,2024-11-29,Up,2,66.67,1.8414,0.6575,0.0455,1.5146,val
D:\full-stack2\data\charts\GOOGL\2024-11-29.png,GOOGL,2024-11-29,Up,2,46.92,-0.0041,1.2444,0.1248,2.0351,val
D:\full-stack2\data\charts\MSFT\2024-11-29.png,MSFT,2024-11-29,Up,2,53.64,0.5806,-0.1881,0.0562,1.5149,val
D:\full-stack2\data\charts\TSLA\2024-11-29.png,TSLA,2024-11-29,Up,2,64.25,22.7702,23.7713,0.2638,1.6331,val
D:\full-stack2\data\charts\AMZN\2024-11-29.png,AMZN,2024-11-29,Up,2,58.68,3.1782,3.6091,0.0941,1.2611,val
D:\full-stack2\data\charts\NVDA\2024-11-29.png,NVDA,2024-11-29,Neutral,1,47.73,0.4788,2.0513,-0.0289,-0.3731,val
D:\full-stack2\data\charts\META\2024-11-29.png,META,2024-11-29,Up,2,52.48,-1.2226,-1.2175,0.0801,1.6816,val
D:\full-stack2\data\charts\NFLX\2024-11-29.png,NFLX,2024-11-29,Up,2,71.23,3.5989,3.4457,0.0362,0.7665,val
D:\full-stack2\data\charts\AAPL\2024-12-02.png,AAPL,2024-12-02,Up,2,69.59,2.355,0.997,0.0478,1.7086,val
D:\full-stack2\data\charts\GOOGL\2024-12-02.png,GOOGL,2024-12-02,Up,2,50.97,0.0422,1.004,0.1481,2.377,val
D:\full-stack2\data\charts\MSFT\2024-12-02.png,MSFT,2024-12-02,Up,2,59.54,1.3819,0.1259,0.0478,1.2464,val
D:\full-stack2\data\charts\TSLA\2024-12-02.png,TSLA,2024-12-02,Up,2,67.25,23.0655,23.6301,0.2966,1.8402,val
D:\full-stack2\data\charts\AMZN\2024-12-02.png,AMZN,2024-12-02,Up,2,61.27,3.4774,3.5828,0.1055,1.6918,val
D:\full-stack2\data\charts\NVDA\2024-12-02.png,NVDA,2024-12-02,Down,0,48.28,0.2933,1.6997,-0.0478,-0.6263,val
D:\full-stack2\data\charts\META\2024-12-02.png,META,2024-12-02,Up,2,61.33,0.7494,-0.8241,0.0538,1.0237,val
D:\full-stack2\data\charts\NFLX\2024-12-02.png,NFLX,2024-12-02,Up,2,73.2,3.619,3.4804,0.026,0.5548,val
D:\full-stack2\data\charts\AAPL\2024-12-03.png,AAPL,2024-12-03,Up,2,73.03,2.9734,1.3923,0.0446,1.5914,val
D:\full-stack2\data\charts\GOOGL\2024-12-03.png,GOOGL,2024-12-03,Up,2,50.72,0.0661,0.8164,0.1418,2.301,val
D:\full-stack2\data\charts\MSFT\2024-12-03.png,MSFT,2024-12-03,Up,2,59.7,2.0113,0.503,0.0539,1.4187,val
D:\full-stack2\data\charts\TSLA\2024-12-03.png,TSLA,2024-12-03,Up,2,64.48,22.5817,23.4204,0.3655,2.2835,val
D:\full-stack2\data\charts\AMZN\2024-12-03.png,AMZN,2024-12-03,Up,2,63.65,3.8899,3.6442,0.083,1.3437,val
D:\full-stack2\data\charts\NVDA\2024-12-03.png,NVDA,2024-12-03,Down,0,50.64,0.2745,1.4147,-0.0703,-0.9182,val
D:\full-stack2\data\charts\META\2024-12-03.png,META,2024-12-03,Neutral,1,68.44,3.9388,0.1285,0.0102,0.1819,val
D:\full-stack2\data\charts\NFLX\2024-12-03.png,NFLX,2024-12-03,Neutral,1,73.97,3.6289,3.5101,0.0188,0.4049,val
D:\full-stack2\data\charts\AAPL\2024-12-04.png,AAPL,2024-12-04,Up,2,73.41,3.4526,1.8043,0.0207,0.7384,val
D:\full-stack2\data\charts\GOOGL\2024-12-04.png,GOOGL,2024-12-04,Up,2,55.41,0.3244,0.718,0.0817,1.3012,val
D:\full-stack2\data\charts\MSFT\2024-12-04.png,MSFT,2024-12-04,Neutral,1,64.07,2.9729,0.9969,-0.0001,-0.0018,val
D:\full-stack2\data\charts\TSLA\2024-12-04.png,TSLA,2024-12-04,Up,2,66.2,22.4646,23.2293,0.2297,1.4386,val
D:\full-stack2\data\charts\AMZN\2024-12-04.png,AMZN,2024-12-04,Neutral,1,67.39,4.5452,3.8244,0.0108,0.174,val
D:\full-stack2\data\charts\NVDA\2024-12-04.png,NVDA,2024-12-04,Down,0,56.99,0.6459,1.2609,-0.1118,-1.4353,val
D:\full-stack2\data\charts\META\2024-12-04.png,META,2024-12-04,Neutral,1,68.48,6.403,1.3834,-0.0262,-0.4765,val
D:\full-stack2\data\charts\NFLX\2024-12-04.png,NFLX,2024-12-04,Down,0,75.51,3.6662,3.5413,-0.0236,-0.5088,val
D:\full-stack2\data\charts\AAPL\2024-12-05.png,AAPL,2024-12-05,Up,2,73.44,3.791,2.2017,0.0278,1.0024,val
D:\full-stack2\data\charts\GOOGL\2024-12-05.png,GOOGL,2024-12-05,Up,2,52.35,0.3859,0.6516,0.0932,1.6544,val
D:\full-stack2\data\charts\MSFT\2024-12-05.png,MSFT,2024-12-05,Neutral,1,67.27,4.1033,1.6182,-0.0126,-0.341,val
D:\full-stack2\data\charts\TSLA\2024-12-05.png,TSLA,2024-12-05,Up,2,69.07,23.0391,23.1912,0.1805,1.4035,val
D:\full-stack2\data\charts\AMZN\2024-12-05.png,AMZN,2024-12-05,Neutral,1,69.12,5.1976,4.099,0.0124,0.2169,val
D:\full-stack2\data\charts\NVDA\2024-12-05.png,NVDA,2024-12-05,Down,0,56.88,0.9239,1.1935,-0.0991,-1.3698,val
D:\full-stack2\data\charts\META\2024-12-05.png,META,2024-12-05,Neutral,1,65.24,7.8757,2.6818,-0.0212,-0.3804,val
D:\full-stack2\data\charts\NFLX\2024-12-05.png,NFLX,2024-12-05,Neutral,1,76.65,3.708,3.5746,-0.0172,-0.3792,val
D:\full-stack2\data\charts\AAPL\2024-12-06.png,AAPL,2024-12-06,Up,2,72.78,3.9971,2.5608,0.048,1.9283,val
D:\full-stack2\data\charts\GOOGL\2024-12-06.png,GOOGL,2024-12-06,Up,2,55.52,0.5938,0.64,0.0968,1.7897,val
D:\full-stack2\data\charts\MSFT\2024-12-06.png,MSFT,2024-12-06,Neutral,1,67.83,5.0172,2.298,-0.0157,-0.4327,val
D:\full-stack2\data\charts\TSLA\2024-12-06.png,TSLA,2024-12-06,Up,2,73.24,24.8005,23.5131,0.0818,0.6231,val
D:\full-stack2\data\charts\AMZN\2024-12-06.png,AMZN,2024-12-06,Neutral,1,73.26,6.1664,4.5125,-0.0093,-0.1556,val
D:\full-stack2\data\charts\NVDA\2024-12-06.png,NVDA,2024-12-06,Down,0,52.67,0.9222,1.1392,-0.0543,-0.7607,val
D:\full-stack2\data\charts\META\2024-12-06.png,META,2024-12-06,Down,0,69.93,10.1178,4.169,-0.061,-1.1495,val
D:\full-stack2\data\charts\NFLX\2024-12-06.png,NFLX,2024-12-06,Down,0,79.22,3.833,3.6263,-0.0275,-0.6088,val
D:\full-stack2\data\charts\AAPL\2024-12-09.png,AAPL,2024-12-09,Up,2,77.12,4.4232,2.9333,0.0345,1.3186,val
D:\full-stack2\data\charts\GOOGL\2024-12-09.png,GOOGL,2024-12-09,Up,2,56.8,0.8182,0.6757,0.1098,2.0503,val
D:\full-stack2\data\charts\MSFT\2024-12-09.png,MSFT,2024-12-09,Down,0,69.29,5.8697,3.0124,-0.0241,-0.6755,val
D:\full-stack2\data\charts\TSLA\2024-12-09.png,TSLA,2024-12-09,Up,2,73.35,25.9433,23.9991,0.1047,0.8618,val
D:\full-stack2\data\charts\AMZN\2024-12-09.png,AMZN,2024-12-09,Neutral,1,71.76,6.7801,4.966,-0.0046,-0.0768,val
D:\full-stack2\data\charts\NVDA\2024-12-09.png,NVDA,2024-12-09,Neutral,1,47.43,0.6209,1.0356,0.0062,0.0846,val
D:\full-stack2\data\charts\META\2024-12-09.png,META,2024-12-09,Neutral,1,63.58,10.9495,5.5251,-0.0216,-0.3952,val
D:\full-stack2\data\charts\NFLX\2024-12-09.png,NFLX,2024-12-09,Neutral,1,69.0,3.7194,3.6449,-0.0025,-0.0493,val
D:\full-stack2\data\charts\AAPL\2024-12-10.png,AAPL,2024-12-10,Up,2,78.1,4.7876,3.3041,0.0421,1.8118,val
D:\full-stack2\data\charts\GOOGL\2024-12-10.png,GOOGL,2024-12-10,Up,2,68.12,1.7629,0.8931,0.0591,0.8882,val
D:\full-stack2\data\charts\MSFT\2024-12-10.png,MSFT,2024-12-10,Neutral,1,65.75,6.2581,3.6615,-0.009,-0.2582,val
D:\full-stack2\data\charts\TSLA\2024-12-10.png,TSLA,2024-12-10,Up,2,75.52,27.4365,24.6866,0.1528,1.4229,val
D:\full-stack2\data\charts\AMZN\2024-12-10.png,AMZN,2024-12-10,Neutral,1,70.03,7.1,5.3928,0.0178,0.3013,val
D:\full-stack2\data\charts\NVDA\2024-12-10.png,NVDA,2024-12-10,Up,2,42.72,0.0795,0.8444,0.0381,0.5106,val
D:\full-stack2\data\charts\META\2024-12-10.png,META,2024-12-10,Neutral,1,65.48,11.9327,6.8066,-0.0179,-0.3315,val
D:\full-stack2\data\charts\NFLX\2024-12-10.png,NFLX,2024-12-10,Neutral,1,68.85,3.5852,3.633,0.0206,0.4132,val
D:\full-stack2\data\charts\AAPL\2024-12-11.png,AAPL,2024-12-11,Up,2,73.82,4.917,3.6267,0.0508,2.1098,val
D:\full-stack2\data\charts\GOOGL\2024-12-11.png,GOOGL,2024-12-11,Neutral,1,75.37,3.2953,1.3736,0.001,0.0134,val
D:\full-stack2\data\charts\MSFT\2024-12-11.png,MSFT,2024-12-11,Down,0,69.31,6.9383,4.3169,-0.0242,-0.6912,val
D:\full-stack2\data\charts\TSLA\2024-12-11.png,TSLA,2024-12-11,Up,2,79.35,30.1907,25.7874,0.0691,0.6884,val
D:\full-stack2\data\charts\AMZN\2024-12-11.png,AMZN,2024-12-11,Neutral,1,73.45,7.686,5.8515,-0.0139,-0.2304,val
D:\full-stack2\data\charts\NVDA\2024-12-11.png,NVDA,2024-12-11,Neutral,1,48.92,-0.0074,0.674,0.0045,0.0579,val
D:\full-stack2\data\charts\META\2024-12-11.png,META,2024-12-11,Down,0,69.47,13.6277,8.1709,-0.0456,-0.8211,val
D:\full-stack2\data\charts\NFLX\2024-12-11.png,NFLX,2024-12-11,Neutral,1,73.25,3.6244,3.6313,-0.0133,-0.2602,val
D:\full-stack2\data\charts\AAPL\2024-12-12.png,AAPL,2024-12-12,Up,2,75.48,5.079,3.9172,0.0308,1.2768,val
D:\full-stack2\data\charts\GOOGL\2024-12-12.png,GOOGL,2024-12-12,Neutral,1,69.63,4.1852,1.9359,0.0042,0.0542,val
D:\full-stack2\data\charts\MSFT\2024-12-12.png,MSFT,2024-12-12,Down,0,69.65,7.4372,4.9409,-0.0423,-1.2078,val
D:\full-stack2\data\charts\TSLA\2024-12-12.png,TSLA,2024-12-12,Neutral,1,75.77,31.4724,26.9244,0.0324,0.3168,val
D:\full-stack2\data\charts\AMZN\2024-12-12.png,AMZN,2024-12-12,Neutral,1,71.28,7.9547,6.2721,-0.0228,-0.3859,val
D:\full-stack2\data\charts\NVDA\2024-12-12.png,NVDA,2024-12-12,Neutral,1,46.4,-0.2326,0.4927,-0.0024,-0.0313,val
